route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
61-VIC,3603,10867354:8938925:8959303,Langford Exch,19003,8959303,0
61-VIC,3602,10867354:8938925:8960131,Langford Exch,19003,8960131,0
57-VIC,3603,10870015:8938926:9200079,Thetis Heights via McCallum,22957,9200079,0
57-VIC,3602,10870015:8938926:9200104,Thetis Heights via McCallum,22957,9200104,0
95-VIC,3602,10868194:8938927:8959474,Blink - to Langford,18836,8959474,1
95-VIC,3603,10868194:8938927:8959696,Blink - to Langford,18836,8959696,1
6-VIC,3706,10735769:8938928:8960639,Royal Oak Exch via Royal Oak Ctr,18715,8960639,0
75-VIC,3603,10869604:8938929:9200092,Downtown,18820,9200092,1
75-VIC,3602,10869604:8938929:9200148,Downtown,18820,9200148,1
61-VIC,4177,10942884:8938935:8960504,Langford Exch,19003,8960504,0
14-VIC,3602,10868273:8938936:9199361,UVic via Richmond,26515,9199361,0
14-VIC,3603,10868273:8938936:9199826,UVic via Richmond,26515,9199826,0
83-VIC,3706,10781894:8938937:8959362,Sidney via West Saanich,19128,8959362,0
72-VIC,3603,10867997:8938938:8959202,Swartz Bay Ferry via Saanichton,18512,8959202,0
72-VIC,3602,10867997:8938938:8959462,Swartz Bay Ferry via Saanichton,18512,8959462,0
6-VIC,3603,10869241:8938940:8960360,Royal Oak Exch via Royal Oak Ctr,18715,8960360,0
6-VIC,3602,10869241:8938940:8960486,Royal Oak Exch via Royal Oak Ctr,18715,8960486,0
57-VIC,3603,10869891:8938942:9199397,Langford Exch via McCallum,22937,9199397,1
57-VIC,3602,10869891:8938942:9199457,Langford Exch via McCallum,22937,9199457,1
4-VIC,3344,10724184:8938943:8960366,UVic via Hillside,18645,8960366,0
57-VIC,3603,10869785:8938946:9199441,Langford Exch via McCallum,22937,9199441,1
57-VIC,3602,10869785:8938946:9199677,Langford Exch via McCallum,22937,9199677,1
22A-VIC,3602,10869032:8938951:8959365,Vic General via Straw Vale,29127,8959365,0
22A-VIC,3603,10869032:8938951:8960080,Vic General via Straw Vale,29127,8960080,0
26-VIC,3344,10724908:8938955:8959178,Dockyard via McKenzie/Tillicum,31926,8959178,1
61-VIC,3603,10867427:8938956:8960292,Sooke,19637,8960292,1
21-VIC,3706,10782448:8938958:9200125,Interurban to Camosun only,23380,9200125,0
75-VIC,3344,10724996:8938961:8960333,Butchart Gardens,34635,8960333,0
3-VIC,3344,10782346:8938967:9200151,Royal Jubilee via Quimper Loop,19489,9200151,1
95-VIC,4177,10942771:8938969:8959350,Blink - to Langford,18836,8959350,1
27-VIC,3603,10868575:8938970:8959204,Downtown,34592,8959204,1
27-VIC,3602,10868575:8938970:8960323,Downtown,34592,8960323,1
6-VIC,3344,10723964:8938972:8959488,Downtown,18962,8959488,1
7N-VIC,3706,10782651:8938976:9199782,UVic via Cook St Village,21703,9199782,1
72-VIC,4177,10942727:8938978:8960351,Downtown via Saanichton,18716,8960351,1
4-VIC,3603,10867477:8938980:8959423,UVic via Hillside,18645,8959423,0
4-VIC,3602,10867477:8938980:8960047,UVic via Hillside,18645,8960047,0
70X-VIC,4177,10942659:8938987:8959137,Express to Victoria,21578,8959137,1
12-VIC,4177,10944244:8938991:9199543,University Hgts via Kenmore,18817,9199543,1
14-VIC,3344,10724764:8938992:8959579,UVic via Richmond,26515,8959579,0
6-VIC,3603,10869109:8938994:8959179,Downtown,18962,8959179,1
6-VIC,3602,10869109:8938994:8960049,Downtown,18962,8960049,1
22-VIC,3603,10869074:8938995:9200092,Hillside Ctr via Hastings,19096,9200092,1
22-VIC,3602,10869074:8938995:9200148,Hillside Ctr via Hastings,19096,9200148,1
21-VIC,3602,10868681:8938996:9199332,Interurban to Camosun only,23380,9199332,0
21-VIC,3603,10868681:8938996:9199841,Interurban to Camosun only,23380,9199841,0
72-VIC,3706,10735052:8938997:8960179,Swartz Bay Ferry via Saanichton,18512,8960179,0
5-VIC,3706,10735605:8938999:9199916,James Bay - Fisherman's Wharf,18724,9199916,1
4-VIC,3603,10867554:8939004:8959756,UVic via Hillside,18645,8959756,0
4-VIC,3602,10867554:8939004:8960067,UVic via Hillside,18645,8960067,0
53-VIC,3344,10781007:8939005:9200124,Vic General via Atkins,34562,9200124,0
72-VIC,3344,10880336:8939008:8959885,Downtown via Saanichton,18716,8959885,1
24-VIC,3706,10735729:8939013:8960528,Tillicum Ctr via Colville,21694,8960528,1
31-VIC,3603,10869526:8939014:8958926,Downtown,18859,8958926,1
31-VIC,3602,10869526:8939014:8959837,Downtown,18859,8959837,1
6A-VIC,3344,10723984:8939017:8960296,Royal Oak Exch via Emily Carr,21583,8960296,0
21-VIC,3344,10781230:8939018:9199425,Interurban to Camosun only,23380,9199425,0
81-VIC,3602,10870126:8939021:8959082,Brentwood,26378,8959082,1
81-VIC,3603,10870126:8939021:8960011,Brentwood,26378,8960011,1
95-VIC,3344,10880493:8939022:8959335,Blink - to Downtown,18717,8959335,0
6A-VIC,4177,10943275:8939027:9199713,Royal Oak Exch via Emily Carr,21583,9199713,0
88-VIC,3706,10781709:8939030:8959011,Sidney,19277,8959011,0
31-VIC,4177,10943431:8939031:8959255,Royal Oak Exch via Glanford,18743,8959255,0
6-VIC,3706,10735780:8939038:8958938,Downtown,18962,8958938,1
61-VIC,3603,10867390:8939039:8959297,Downtown,18787,8959297,0
61-VIC,3602,10867390:8939039:8960669,Downtown,18787,8960669,0
5-VIC,3344,10723822:8939043:9200126,Willows,23383,9200126,0
6-VIC,3344,10723983:8939044:8959270,Downtown,18962,8959270,1
28-VIC,3344,10723611:8939046:8960423,Majestic via Shelbourne,26525,8960423,0
5-VIC,3706,10735603:8939047:9199919,Willows,23383,9199919,0
26-VIC,3602,10867651:8939048:8960045,Dockyard via McKenzie/Tillicum,31926,8960045,1
26-VIC,3603,10867651:8939048:8960282,Dockyard via McKenzie/Tillicum,31926,8960282,1
31-VIC,3344,10724348:8939051:8960460,Downtown,18859,8960460,1
95-VIC,4177,10942783:8939052:8959422,Blink - to Downtown,18717,8959422,0
57-VIC,3344,10781011:8939053:9199914,Thetis Heights via McCallum,22957,9199914,0
30-VIC,3344,10724459:8939061:8960460,Royal Oak Exch via Carey,18634,8960460,0
3-VIC,3602,10870337:8939062:9199347,James Bay,21723,9199347,0
3-VIC,3603,10870337:8939062:9199491,James Bay,21723,9199491,0
55-VIC,3706,10781789:8939063:8960579,Langford Exch via Happy Valley,26068,8960579,0
8-VIC,3602,10868615:8939067:9199340,Oak Bay via Finlayson,26940,9199340,0
8-VIC,3603,10868615:8939067:9199789,Oak Bay via Finlayson,26940,9199789,0
7-VIC,3344,10781423:8939070:9199474,UVic via Fairfield,18816,9199474,1
7-VIC,3344,10781375:8939073:9199901,UVic via Fairfield,18816,9199901,1
2-VIC,3706,10735600:8939076:9199916,South Oak Bay,23427,9199916,0
28-VIC,3602,10868285:8939077:8959146,Majestic via Shelbourne,18982,8959146,0
28-VIC,3603,10868285:8939077:8960167,Majestic via Shelbourne,18982,8960167,0
25-VIC,3344,10723891:8939079:8959390,Maplewood,34583,8959390,0
14-VIC,4177,10943745:8939080:8959427,Vic General via Craigflower,26307,8959427,1
5-VIC,4177,10943081:8939082:9199974,Willows,23383,9199974,0
27-VIC,4177,10942990:8939083:8959644,Gordon Head via Shelbourne,26178,8959644,0
6-VIC,3602,10869203:8939084:8958995,Royal Oak Exch via Royal Oak Ctr,18715,8958995,0
6-VIC,3603,10869203:8939084:8959652,Royal Oak Exch via Royal Oak Ctr,18715,8959652,0
8-VIC,3602,10868635:8939086:9199340,Interurban via Finlayson,26945,9199340,1
8-VIC,3603,10868635:8939086:9199789,Interurban via Finlayson,26945,9199789,1
28-VIC,3706,10735554:8939090:8959704,Downtown,34676,8959704,1
8-VIC,3706,10735413:8939092:8959263,Oak Bay via Finlayson,26943,8959263,0
39-VIC,3603,10868872:8939093:8959813,Westhills Exch via Royal Oak,28939,8959813,1
39-VIC,3602,10868872:8939093:8959928,Westhills Exch via Royal Oak,28939,8959928,1
70-VIC,3706,10735076:8939094:8958992,Swartz Bay Ferry via Hwy 17,34612,8958992,0
4-VIC,4177,10943537:8939096:8959636,Downtown via Hillside,26927,8959636,1
31-VIC,3706,10735994:8939097:8959695,Royal Oak Exch via Glanford,18743,8959695,0
2-VIC,3344,10723817:8939099:9199850,South Oak Bay,23427,9199850,0
11-VIC,3602,10868888:8939103:8959377,Tillicum Ctr via Gorge,34755,8959377,1
11-VIC,3603,10868888:8939103:8959503,Tillicum Ctr via Gorge,34755,8959503,1
54-VIC,4177,10943982:8939106:8959324,William Head via Metchosin,18522,8959324,1
58-VIC,3706,10782126:8939107:8959954,Goldstream Mdws via Westhills,18671,8959954,1
28-VIC,3344,10723551:8939108:8959260,Downtown,34676,8959260,1
39-VIC,3602,10868866:8939110:8959291,Westhills Exch via Royal Oak,28939,8959291,1
39-VIC,3603,10868866:8939110:8960072,Westhills Exch via Royal Oak,28939,8960072,1
3-VIC,3706,10782196:8939112:9199387,Royal Jubilee,19664,9199387,1
75-VIC,3344,10724994:8939114:8960296,Butchart Gardens,34635,8960296,0
22-VIC,3603,10869065:8939116:9199464,Hillside Ctr via Hastings,23430,9199464,1
22-VIC,3602,10869065:8939116:9199971,Hillside Ctr via Hastings,23430,9199971,1
81-VIC,3603,10870062:8939117:8959420,to Sidney only,26252,8959420,0
81-VIC,3602,10870062:8939117:8960254,to Sidney only,26252,8960254,0
2-VIC,3602,10869758:8939120:9199505,South Oak Bay,23427,9199505,0
2-VIC,3603,10869758:8939120:9199700,South Oak Bay,23427,9199700,0
25-VIC,3344,10723945:8939123:8959848,Maplewood,34583,8959848,0
14-VIC,3706,10736256:8939129:9199558,UVic via Richmond,26515,9199558,0
61-VIC,3603,10867905:8939131:8960445,Langford Exch,19003,8960445,0
32-VIC,3706,10782442:8939134:9199805,Cordova Bay,18608,9199805,0
8-VIC,3602,10868599:8939140:8959784,Oak Bay via Finlayson,26940,8959784,0
8-VIC,3603,10868599:8939140:8960052,Oak Bay via Finlayson,26940,8960052,0
70-VIC,3602,10867966:8939143:8959029,Swartz Bay Ferry via Hwy 17,34612,8959029,0
70-VIC,3603,10867966:8939143:8959994,Swartz Bay Ferry via Hwy 17,34612,8959994,0
3-VIC,3344,10782330:8939145:9199604,Royal Jubilee,19664,9199604,1
75-VIC,3706,10736056:8939146:8959502,Royal Oak Exch - to 30 Downtown,19069,8959502,1
57-VIC,3706,10782096:8939149:8958986,Langford Exch via McCallum,22937,8958986,1
30-VIC,3344,10724408:8939150:8960415,Downtown,18838,8960415,1
95-VIC,3706,10735336:8939155:8959109,Blink - to Downtown,18717,8959109,0
6A-VIC,3706,10735788:8939156:8959030,Downtown via Emily Carr,21741,8959030,1
3-VIC,3706,10782252:8939158:8959832,Royal Jubilee via Quimper Loop,19489,8959832,1
30-VIC,3344,10724452:8939162:9199850,Royal Oak Exch via Carey,18634,9199850,0
39-VIC,4177,10944252:8939165:9199349,UVic via Royal Oak,19305,9199349,0
10-VIC,3603,10870250:8939166:9199986,Royal Jubilee via Vic West,18674,9199986,0
10-VIC,3602,10870250:8939166:9200091,Royal Jubilee via Vic West,18674,9200091,0
15-VIC,3603,10867854:8939170:8959565,UVic - Fort/Foul Bay Express,19054,8959565,0
15-VIC,3602,10867854:8939170:8960426,UVic - Fort/Foul Bay Express,19054,8960426,0
57-VIC,3603,10869888:8939174:9199397,Thetis Heights via McCallum,22957,9199397,0
57-VIC,3602,10869888:8939174:9199457,Thetis Heights via McCallum,22957,9199457,0
95-VIC,3706,10735287:8939177:8959570,Blink - to Downtown,18717,8959570,0
70-VIC,3344,10880251:8939181:8959388,Swartz Bay Ferry via Hwy 17,34612,8959388,0
11-VIC,3603,10868895:8939183:8959349,Tillicum Ctr via Gorge,34755,8959349,1
11-VIC,3602,10868895:8939183:8960574,Tillicum Ctr via Gorge,34755,8960574,1
95-VIC,3602,10868050:8939186:8959474,Blink - to Langford,18836,8959474,1
95-VIC,3603,10868050:8939186:8959696,Blink - to Langford,18836,8959696,1
30-VIC,3706,10735963:8939187:8959695,Downtown,18838,8959695,1
15-VIC,3602,10867786:8939188:8959825,UVic - Fort/Foul Bay Express,19054,8959825,0
15-VIC,3603,10867786:8939188:8960228,UVic - Fort/Foul Bay Express,19054,8960228,0
4-VIC,3344,10724213:8939191:8959382,Downtown via Hillside,26927,8959382,1
4-VIC,3344,10724274:8939192:9199626,Downtown via Hillside,26927,9199626,1
52-VIC,4177,10944367:8939193:8959049,Colwood Exch via Royal Bay,26436,8959049,0
75-VIC,3706,10736047:8939196:8959502,Saanichton Exch,18742,8959502,0
8-VIC,3344,10723745:8939199:9200132,Tillicum Ctr via Finalyson,26916,9200132,1
27-VIC,3602,10868392:8939203:8960476,Downtown,34592,8960476,1
27-VIC,3603,10868392:8939203:9199692,Downtown,34592,9199692,1
24-VIC,3603,10869323:8939205:8959148,Tillicum Ctr via Colville,21694,8959148,1
24-VIC,3602,10869323:8939205:8960095,Tillicum Ctr via Colville,21694,8960095,1
3-VIC,3344,10782329:8939209:9199604,James Bay via Quimper Loop,21590,9199604,0
14-VIC,3344,10724615:8939210:8960366,Vic General via Craigflower,26307,8960366,1
26-VIC,4177,10943834:8939212:9200008,Dockyard via McKenzie/Tillicum,31926,9200008,1
28-VIC,3602,10868288:8939217:8960422,Downtown,34676,8960422,1
28-VIC,3603,10868288:8939217:8960554,Downtown,34676,8960554,1
70-VIC,3344,10880316:8939218:8960220,Downtown via Hwy 17,18849,8960220,1
6-VIC,4177,10943327:8939223:8959752,Royal Oak Exch via Royal Oak Ctr,18715,8959752,0
81-VIC,4177,10944032:8939226:8960420,Swartz Bay Ferry,26008,8960420,0
95-VIC,3602,10868191:8939229:8958891,Blink - to Langford,18836,8958891,1
95-VIC,3603,10868191:8939229:8960649,Blink - to Langford,18836,8960649,1
32-VIC,3344,10781430:8939233:9199474,Royal Oak Exch,18626,9199474,1
21-VIC,3602,10868747:8939235:9199570,Interurban to VI Tech Park,18452,9199570,0
21-VIC,3603,10868747:8939235:9200000,Interurban to VI Tech Park,18452,9200000,0
39-VIC,3603,10868883:8939237:9199378,UVic via Royal Oak,19369,9199378,0
39-VIC,3602,10868883:8939237:9200005,UVic via Royal Oak,19369,9200005,0
30-VIC,3706,10736038:8939238:9199805,Downtown,18838,9199805,1
70-VIC,3344,10880283:8939239:8959894,Downtown via Hwy 17,18849,8959894,1
6A-VIC,3706,10735830:8939241:8959366,Downtown via Emily Carr,21741,8959366,1
72-VIC,4177,10942663:8939242:8959493,Downtown via Saanichton,18716,8959493,1
6-VIC,3602,10869249:8939247:8959061,Royal Oak Exch via Royal Oak Ctr,18715,8959061,0
6-VIC,3603,10869249:8939247:8959918,Royal Oak Exch via Royal Oak Ctr,18715,8959918,0
8-VIC,3603,10868641:8939248:8960212,Interurban via Finlayson,26945,8960212,1
8-VIC,3602,10868641:8939248:8960428,Interurban via Finlayson,26945,8960428,1
6-VIC,3344,10723987:8939250:8960035,Royal Oak Exch via Royal Oak Ctr,18715,8960035,0
51-VIC,3602,10867893:8939253:9199861,Langford - McKenzie Express,19061,9199861,1
51-VIC,3603,10867893:8939253:9199895,Langford - McKenzie Express,19061,9199895,1
61-VIC,3344,10880551:8939254:8959321,Langford Exch,19003,8959321,0
43-VIC,3603,10869957:8939256:8959787,Belmont Park - Royal Roads,18623,8959787,0
43-VIC,3602,10869957:8939256:8960160,Belmont Park - Royal Roads,18623,8960160,0
95-VIC,3602,10868064:8939263:8959022,Blink - to Downtown,18717,8959022,0
95-VIC,3603,10868064:8939263:8960591,Blink - to Downtown,18717,8960591,0
12-VIC,4177,10944442:8939264:9199988,University Hgts via Kenmore,18817,9199988,1
6-VIC,3344,10724095:8939269:8960460,Downtown,18962,8960460,1
95-VIC,3344,10880486:8939271:8960284,Blink - to Langford,18836,8960284,1
3-VIC,3603,10870324:8939273:9199619,Royal Jubilee,19664,9199619,1
3-VIC,3602,10870324:8939273:9199752,Royal Jubilee,19664,9199752,1
72-VIC,3602,10867929:8939275:8959801,Swartz Bay Ferry via Saanichton,18512,8959801,0
72-VIC,3603,10867929:8939275:8960518,Swartz Bay Ferry via Saanichton,18512,8960518,0
22-VIC,3603,10869026:8939277:9199464,Vic General via Hastings,29102,9199464,0
22-VIC,3602,10869026:8939277:9199971,Vic General via Hastings,29102,9199971,0
6A-VIC,3602,10869139:8939280:8959100,Downtown via Emily Carr,21741,8959100,1
6A-VIC,3603,10869139:8939280:8959791,Downtown via Emily Carr,21741,8959791,1
6A-VIC,3603,10869129:8939282:8960269,Royal Oak Exch via Emily Carr,21583,8960269,0
6A-VIC,3602,10869129:8939282:8960386,Royal Oak Exch via Emily Carr,21583,8960386,0
75-VIC,3602,10869445:8939284:8959122,Saanichton Exch,18912,8959122,0
75-VIC,3603,10869445:8939284:8960021,Saanichton Exch,18912,8960021,0
3-VIC,3602,10870336:8939285:9199347,Royal Jubilee via Quimper Loop,19489,9199347,1
3-VIC,3603,10870336:8939285:9199491,Royal Jubilee via Quimper Loop,19489,9199491,1
15-VIC,4177,10943583:8939289:8960155,UVic - Fort/Foul Bay Express,19054,8960155,0
75-VIC,4177,10943397:8939291:8960262,Downtown,18820,8960262,1
22-VIC,4177,10944385:8939293:8959467,Hillside Ctr via Hastings,19096,8959467,1
75-VIC,3706,10735967:8939297:8960119,Royal Oak Exch - to 30 Downtown,19069,8960119,1
57-VIC,4177,10944099:8939298:8959706,Langford Exch via McCallum,22937,8959706,1
31-VIC,3602,10869581:8939299:8958896,Downtown,18859,8958896,1
31-VIC,3603,10869581:8939299:8959078,Downtown,18859,8959078,1
26-VIC,3603,10867638:8939300:8960467,Dockyard via McKenzie/Tillicum,31926,8960467,1
26-VIC,3602,10867638:8939300:8960551,Dockyard via McKenzie/Tillicum,31926,8960551,1
95-VIC,3603,10868177:8939311:8958921,Blink - to Langford,18836,8958921,1
95-VIC,3602,10868177:8939311:8959039,Blink - to Langford,18836,8959039,1
14-VIC,4177,10943616:8939313:8960155,UVic via Richmond,26515,8960155,0
88-VIC,3344,10780657:8939315:8959336,Airport,18544,8959336,1
26-VIC,3344,10724853:8939316:8959382,Dockyard via McKenzie/Tillicum,31926,8959382,1
22-VIC,3344,10781510:8939317:8959191,Vic General via Hastings,29102,8959191,0
27-VIC,4177,10943067:8939318:8960163,Gordon Head via Shelbourne,26178,8960163,0
3-VIC,3706,10782250:8939319:9199498,Royal Jubilee,19664,9199498,1
31-VIC,3344,10724398:8939320:8960415,Royal Oak Exch via Glanford,18743,8960415,0
39-VIC,3706,10782512:8939321:9199739,to Royal Oak Exch only,18868,9199739,1
70-VIC,4177,10942704:8939322:8960456,Swartz Bay Ferry via Hwy 17,34612,8960456,0
88-VIC,4177,10943963:8939324:8958880,Sidney,19277,8958880,0
6-VIC,3706,10735814:8939330:9199868,Downtown,18962,9199868,1
4-VIC,3344,10724236:8939333:8959866,Downtown via Hillside,26927,8959866,1
26-VIC,3344,10724928:8939335:8960659,UVic via Tillicum/McKenzie,31720,8960659,0
95-VIC,3603,10868156:8939338:8959042,Blink - to Langford,18836,8959042,1
95-VIC,3602,10868156:8939338:8959604,Blink - to Langford,18836,8959604,1
63-VIC,3603,10869967:8939339:8960153,Otter Point,19289,8960153,1
63-VIC,3602,10869967:8939339:8960440,Otter Point,19289,8960440,1
75-VIC,3344,10724314:8939344:8959601,Saanichton Exch,18912,8959601,0
24-VIC,4177,10943169:8939347:9199877,Cedar Hill,19044,9199877,0
61-VIC,3344,10880594:8939349:8959904,Sooke,19637,8959904,1
88-VIC,3344,10780553:8939350:8959398,Airport,18544,8959398,1
49-VIC,3344,10780587:8939352:9200124,Skirt Mountain via Florence Lake,34756,9200124,0
54-VIC,3602,10869859:8939353:8959425,Langford Exch via Royal Bay,19259,8959425,0
54-VIC,3603,10869859:8939353:8959692,Langford Exch via Royal Bay,19259,8959692,0
59-VIC,3603,10869777:8939354:9199441,Royal Bay Exch via Triangle Mtn,18872,9199441,1
59-VIC,3602,10869777:8939354:9199677,Royal Bay Exch via Triangle Mtn,18872,9199677,1
53-VIC,3603,10869806:8939357:9199441,Vic General via Atkins,34562,9199441,0
53-VIC,3602,10869806:8939357:9199677,Vic General via Atkins,34562,9199677,0
11-VIC,4177,10943917:8939360:8960241,Tillicum Ctr via Gorge,34755,8960241,1
26-VIC,3706,10736468:8939361:8959973,UVic via Tillicum/McKenzie,31720,8959973,0
4-VIC,3344,10724273:8939363:8959341,UVic via Hillside,18645,8959341,0
27-VIC,3344,10723662:8939365:8960423,Gordon Head via Shelbourne,26178,8960423,0
31-VIC,3344,10724342:8939366:8959430,Downtown,18859,8959430,1
4-VIC,3344,10724218:8939368:8960378,Downtown via Hillside,26927,8960378,1
26-VIC,3706,10736508:8939370:9199467,UVic via Tillicum/McKenzie,31720,9199467,0
27-VIC,3706,10735463:8939371:8959704,Downtown,34592,8959704,1
14-VIC,3344,10724641:8939372:8959948,UVic via Richmond,26515,8959948,0
28-VIC,3706,10735386:8939373:8960434,Downtown,34676,8960434,1
31-VIC,3344,10724460:8939375:9199947,Royal Oak Exch via Glanford,18743,9199947,0
6A-VIC,3602,10869211:8939376:8958995,Downtown via Emily Carr,21741,8958995,1
6A-VIC,3603,10869211:8939376:8959652,Downtown via Emily Carr,21741,8959652,1
26-VIC,3344,10724893:8939379:9200126,UVic via Tillicum/McKenzie,31720,9200126,0
61-VIC,3344,10880540:8939386:9199850,Sooke,19637,9199850,1
8-VIC,4177,10942921:8939387:8960525,Tillicum Ctr via Finalyson,26916,8960525,1
28-VIC,3344,10723639:8939389:8958920,Downtown,34676,8958920,1
95-VIC,4177,10942737:8939391:8960583,Blink - to Langford,18836,8960583,1
61-VIC,3603,10867418:8939395:8958898,Sooke,19637,8958898,1
61-VIC,3602,10867418:8939395:8958997,Sooke,19637,8958997,1
17-VIC,3602,10869303:8939396:8958855,UVic via Cedar Hill Sch,26157,8958855,0
17-VIC,3603,10869303:8939396:8960117,UVic via Cedar Hill Sch,26157,8960117,0
6A-VIC,3344,10724023:8939399:8959430,Downtown via Emily Carr,21741,8959430,1
26-VIC,3706,10736452:8939401:8960664,Dockyard via McKenzie/Tillicum,31926,8960664,1
31-VIC,3706,10736012:8939402:8958851,Royal Oak Exch via Glanford,18743,8958851,0
14-VIC,3602,10868431:8939404:8960045,Vic General via Craigflower,26307,8960045,1
14-VIC,3603,10868431:8939404:8960282,Vic General via Craigflower,26307,8960282,1
4-VIC,3706,10736158:8939405:8958902,UVic via Hillside,18645,8958902,0
6-VIC,4177,10943229:8939406:8960570,Royal Oak Exch via Royal Oak Ctr,18715,8960570,0
60-VIC,4177,10943977:8939407:8960240,Langford Exch via Lagoon,19362,8960240,0
8-VIC,3706,10735416:8939408:8959263,Tillicum Ctr via Finalyson,26916,8959263,1
95-VIC,4177,10942830:8939411:8959483,Blink - to Downtown,18717,8959483,0
11-VIC,3603,10869012:8939415:8959349,Tillicum Ctr via Gorge,34755,8959349,1
11-VIC,3602,10869012:8939415:8960574,Tillicum Ctr via Gorge,34755,8960574,1
11-VIC,3344,10755656:8939417:8959864,UVic via Uplands,26939,8959864,0
14-VIC,3602,10868325:8939420:8959015,Vic General via Craigflower,26307,8959015,1
14-VIC,3603,10868325:8939420:8959089,Vic General via Craigflower,26307,8959089,1
83-VIC,4177,10943948:8939421:8960039,Royal Oak Exch via West Saanich,23414,8960039,1
14-VIC,3603,10868349:8939422:8959953,UVic via Richmond,26515,8959953,0
14-VIC,3602,10868349:8939422:8960122,UVic via Richmond,26515,8960122,0
7-VIC,3602,10868987:8939426:9199570,UVic via Fairfield,18816,9199570,1
7-VIC,3603,10868987:8939426:9200000,UVic via Fairfield,18816,9200000,1
61-VIC,3603,10867413:8939428:9199555,Sooke,19637,9199555,1
61-VIC,3602,10867413:8939428:9199946,Sooke,19637,9199946,1
8-VIC,4177,10942917:8939440:8960525,Oak Bay via Finlayson,26943,8960525,0
75-VIC,3706,10735983:8939441:8959634,Saanichton Exch,18912,8959634,0
6B-VIC,3602,10869218:8939443:8958995,Downtown via Chatterton,21576,8958995,1
6B-VIC,3603,10869218:8939443:8959652,Downtown via Chatterton,21576,8959652,1
30-VIC,4177,10943445:8939445:8960468,Downtown,18838,8960468,1
11-VIC,3603,10869009:8939446:8959349,UVic via Uplands,26939,8959349,0
11-VIC,3602,10869009:8939446:8960574,UVic via Uplands,26939,8960574,0
52-VIC,3706,10782449:8939448:9199428,Colwood Exch via Royal Bay,26436,9199428,0
25-VIC,3706,10735739:8939449:8959030,Tillicum Ctr via Munro,26113,8959030,1
6-VIC,3706,10735877:8939451:8960576,Downtown,18962,8960576,1
28-VIC,4177,10942988:8939453:8959644,Majestic via Shelbourne,26525,8959644,0
5-VIC,3344,10723786:8939455:9199611,James Bay - Fisherman's Wharf,18724,9199611,1
72-VIC,3603,10867914:8939457:8958922,Downtown via Saanichton,18716,8958922,1
72-VIC,3602,10867914:8939457:8959893,Downtown via Saanichton,18716,8959893,1
39-VIC,3706,10782480:8939458:9199739,UVic via Royal Oak,19305,9199739,0
15-VIC,4177,10943622:8939459:8960493,Esquimalt - Fort/Yates Express,23403,8960493,1
14-VIC,4177,10943630:8939460:8959636,Vic General via Craigflower,26307,8959636,1
3-VIC,3602,10870350:8939461:9199347,Royal Jubilee via Quimper Loop,19489,9199347,1
3-VIC,3603,10870350:8939461:9199491,Royal Jubilee via Quimper Loop,19489,9199491,1
8-VIC,4177,10942938:8939464:8959638,Oak Bay via Finlayson,26943,8959638,0
60-VIC,3344,10780774:8939466:8959518,Langford Exch via Lagoon,19362,8959518,0
21-VIC,3602,10868679:8939467:9199849,Interurban to Camosun only,23380,9199849,0
21-VIC,3603,10868679:8939467:9199908,Interurban to Camosun only,23380,9199908,0
25-VIC,3706,10735722:8939469:9199435,Tillicum Ctr via Munro,26113,9199435,1
49-VIC,3603,10869873:8939471:9199584,Langford Exch via Florence Lake,34765,9199584,1
49-VIC,3602,10869873:8939471:9199632,Langford Exch via Florence Lake,34765,9199632,1
24-VIC,3602,10869325:8939473:8958874,Tillicum Ctr via Colville,21694,8958874,1
24-VIC,3603,10869325:8939473:8960369,Tillicum Ctr via Colville,21694,8960369,1
27-VIC,3603,10868287:8939474:8959383,Gordon Head via Shelbourne,26178,8959383,0
27-VIC,3602,10868287:8939474:8959809,Gordon Head via Shelbourne,26178,8959809,0
95-VIC,3344,10880506:8939475:8959160,Blink - to Langford,18836,8959160,1
5-VIC,3602,10869665:8939477:9199505,Willows,23383,9199505,0
5-VIC,3603,10869665:8939477:9199700,Willows,23383,9199700,0
61-VIC,3602,10867370:8939478:8959520,Sooke,19637,8959520,1
61-VIC,3603,10867370:8939478:8960503,Sooke,19637,8960503,1
95-VIC,3706,10735202:8939480:8959109,Blink - to Langford,18836,8959109,1
75-VIC,4177,10943349:8939481:8959255,Saanichton Exch,18912,8959255,0
52-VIC,3344,10781411:8939482:8959207,Bear Mountain via Millstream,26332,8959207,1
27-VIC,3602,10868552:8939483:8959743,Downtown,34592,8959743,1
27-VIC,3603,10868552:8939483:8960041,Downtown,34592,8960041,1
57-VIC,3602,10869925:8939486:8959244,Langford Exch via McCallum,22937,8959244,1
57-VIC,3603,10869925:8939486:8959549,Langford Exch via McCallum,22937,8959549,1
4-VIC,3603,10867534:8939491:8959423,UVic via Hillside,18645,8959423,0
4-VIC,3602,10867534:8939491:8960047,UVic via Hillside,18645,8960047,0
4-VIC,3706,10736135:8939493:9199554,UVic via Hillside,18645,9199554,0
14-VIC,3603,10868379:8939494:8959426,Vic General via Craigflower,26307,8959426,1
14-VIC,3602,10868379:8939494:8960642,Vic General via Craigflower,26307,8960642,1
6A-VIC,3706,10735770:8939496:9199868,Downtown via Emily Carr,21741,9199868,1
