route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
10-VIC,3344,10782340:8945522:9200151,Royal Jubilee via Vic West,18521,9200151,0
58-VIC,3706,10782120:8945523:8960466,Langford Exch via Westhills,18751,8960466,0
30-VIC,4177,10943472:8945524:9168339,Royal Oak Exch via Carey,18634,9168339,0
61-VIC,3602,10867398:8945525:8959300,Sooke,19637,8959300,1
61-VIC,3603,10867398:8945525:8959861,Sooke,19637,8959861,1
6-VIC,3344,10724024:8945526:8960460,Royal Oak Exch via Royal Oak Ctr,18715,8960460,0
88-VIC,3706,10781868:8945529:8959362,Sidney,19277,8959362,0
95-VIC,3706,10735338:8945531:8959750,Blink - to Langford,18836,8959750,1
52-VIC,4177,10944312:8945532:9199522,Bear Mountain via Millstream,26332,9199522,1
6-VIC,3603,10869235:8945534:8960196,Downtown,18962,8960196,1
6-VIC,3602,10869235:8945534:8960324,Downtown,18962,8960324,1
26-VIC,3344,10724872:8945536:8959245,Dockyard via McKenzie/Tillicum,31926,8959245,1
14-VIC,4177,10943613:8945537:8959180,Vic General via Craigflower,26307,8959180,1
28-VIC,4177,10943767:8945541:8960475,Downtown,34676,8960475,1
6-VIC,4177,10943255:8945542:8959968,Royal Oak Exch via Royal Oak Ctr,18715,8959968,0
4-VIC,3602,10867542:8945545:8959056,Downtown via Hillside,26927,8959056,1
4-VIC,3603,10867542:8945545:8959156,Downtown via Hillside,26927,8959156,1
95-VIC,3603,10868111:8945547:8959042,Blink - to Downtown,18717,8959042,0
95-VIC,3602,10868111:8945547:8959604,Blink - to Downtown,18717,8959604,0
4-VIC,4177,10943540:8945549:8959012,Downtown via Hillside,26927,8959012,1
26-VIC,3706,10736487:8945550:8959580,Dockyard via McKenzie/Tillicum,31926,8959580,1
22-VIC,3603,10869058:8945554:8960214,to Downtown only,25999,8960214,0
22-VIC,3602,10869058:8945554:8960404,to Downtown only,25999,8960404,0
70-VIC,3603,10867970:8945558:8959314,Swartz Bay Ferry via Hwy 17,34612,8959314,0
70-VIC,3602,10867970:8945558:8960079,Swartz Bay Ferry via Hwy 17,34612,8960079,0
26-VIC,3603,10867851:8945563:8959283,Dockyard via McKenzie/Tillicum,31926,8959283,1
26-VIC,3602,10867851:8945563:8959612,Dockyard via McKenzie/Tillicum,31926,8959612,1
21-VIC,4177,10944407:8945564:9199479,Interurban to Camosun only,23380,9199479,0
61-VIC,3603,10867353:8945565:8959529,Langford Exch,19003,8959529,0
61-VIC,3602,10867353:8945565:8959995,Langford Exch,19003,8959995,0
6B-VIC,3603,10869267:8945567:8959822,Royal Oak Exch via Chatterton,21740,8959822,0
6B-VIC,3602,10869267:8945567:8959930,Royal Oak Exch via Chatterton,21740,8959930,0
4-VIC,3706,10736419:8945568:8958902,Downtown via Hillside,26927,8958902,1
27-VIC,3344,10723600:8945569:8960432,Downtown,34592,8960432,1
61-VIC,3706,10735296:8945573:8959449,Sooke,19637,8959449,1
95-VIC,3706,10735241:8945574:8959109,Blink - to Downtown,18717,8959109,0
75-VIC,4177,10943351:8945575:8960132,Saanichton Exch,18912,8960132,0
14-VIC,3706,10736393:8945576:9199558,UVic via Richmond,26515,9199558,0
8-VIC,3602,10868629:8945577:8959076,Interurban via Finlayson,26945,8959076,1
8-VIC,3603,10868629:8945577:8959977,Interurban via Finlayson,26945,8959977,1
26-VIC,4177,10943855:8945578:8959012,UVic via Tillicum/McKenzie,31720,8959012,0
28-VIC,4177,10943051:8945581:8959644,Downtown,34676,8959644,1
4-VIC,3603,10867493:8945584:8959006,Downtown via Hillside,26927,8959006,1
4-VIC,3602,10867493:8945584:8959751,Downtown via Hillside,26927,8959751,1
30-VIC,3344,10724394:8945587:8960593,Royal Oak Exch via Carey,18634,8960593,0
32-VIC,3603,10869428:8945590:9199851,Royal Oak Exch,18626,9199851,1
32-VIC,3602,10869428:8945590:9200128,Royal Oak Exch,18626,9200128,1
15-VIC,4177,10943683:8945593:8958954,UVic - Fort/Foul Bay Express,19054,8958954,0
95-VIC,3706,10735170:8945595:8959750,Blink - to Downtown,18717,8959750,0
28-VIC,3706,10735422:8945597:8959614,Majestic via Shelbourne,18982,8959614,0
52-VIC,3603,10870241:8945599:8959250,Colwood Exch via Royal Bay,26436,8959250,0
52-VIC,3602,10870241:8945599:8959345,Colwood Exch via Royal Bay,26436,8959345,0
6-VIC,3602,10869151:8945601:8959100,Royal Oak Exch via Royal Oak Ctr,18715,8959100,0
6-VIC,3603,10869151:8945601:8959791,Royal Oak Exch via Royal Oak Ctr,18715,8959791,0
61-VIC,3706,10735323:8945606:8959820,Langford Exch,19003,8959820,0
26-VIC,3344,10724819:8945607:8959667,UVic via Tillicum/McKenzie,31720,8959667,0
52-VIC,3603,10870244:8945608:8960445,Colwood Exch via Royal Bay,26436,8960445,0
52-VIC,3602,10870244:8945608:8960496,Colwood Exch via Royal Bay,26436,8960496,0
6-VIC,4177,10943243:8945611:9168339,Royal Oak Exch via Royal Oak Ctr,18715,9168339,0
6-VIC,4177,10943281:8945615:8960234,Royal Oak Exch via Royal Oak Ctr,18715,8960234,0
4-VIC,3344,10724281:8945619:9199810,UVic via Hillside,18645,9199810,0
30-VIC,3602,10869511:8945627:8959136,Downtown,18838,8959136,1
30-VIC,3603,10869511:8945627:8959907,Downtown,18838,8959907,1
7-VIC,4177,10944348:8945631:9199374,UVic via Fairfield,18816,9199374,1
30-VIC,3344,10724417:8945632:8960461,Royal Oak Exch via Carey,18634,8960461,0
32-VIC,4177,10944420:8945633:9199374,Royal Oak Exch,18626,9199374,1
31-VIC,3706,10736049:8945635:8958965,Royal Oak Exch via Glanford,18743,8958965,0
88-VIC,3344,10780564:8945638:8959398,Airport,18544,8959398,1
4-VIC,4177,10943571:8945639:8960459,Downtown via Hillside,26927,8960459,1
30-VIC,4177,10943420:8945640:8959752,Royal Oak Exch via Carey,18634,8959752,0
55-VIC,3603,10869880:8945642:9199360,William Head via Happy Valley,26324,9199360,1
55-VIC,3602,10869880:8945642:9199907,William Head via Happy Valley,26324,9199907,1
5-VIC,3602,10869736:8945649:9199439,James Bay - Fisherman's Wharf,18724,9199439,1
5-VIC,3603,10869736:8945649:9199664,James Bay - Fisherman's Wharf,18724,9199664,1
15-VIC,3603,10867870:8945655:8959283,UVic - Fort/Foul Bay Express,19054,8959283,0
15-VIC,3602,10867870:8945655:8959612,UVic - Fort/Foul Bay Express,19054,8959612,0
32-VIC,3344,10781286:8945659:9199690,Cordova Bay,18608,9199690,0
70-VIC,4177,10942909:8945660:8959821,Downtown via Hwy 17,18849,8959821,1
58-VIC,3344,10780841:8945661:9199364,Goldstream Mdws via Westhills,18671,9199364,1
52-VIC,3706,10782576:8945665:8959585,Colwood Exch via Royal Bay,26436,8959585,0
24-VIC,3602,10869319:8945667:9199411,Tillicum Ctr via Colville,21694,9199411,1
24-VIC,3603,10869319:8945667:9200071,Tillicum Ctr via Colville,21694,9200071,1
95-VIC,3603,10868051:8945668:8960332,Blink - to Downtown,18717,8960332,0
95-VIC,3602,10868051:8945668:8960346,Blink - to Downtown,18717,8960346,0
60-VIC,3344,10780851:8945670:9199459,Langford Exch via Lagoon,19362,9199459,0
61-VIC,3344,10880550:8945671:8959321,Langford Exch,19003,8959321,0
57-VIC,3706,10781996:8945676:9199904,Langford Exch via McCallum,22937,9199904,1
28-VIC,3603,10868435:8945677:9199673,Majestic via Shelbourne,26525,9199673,0
28-VIC,3602,10868435:8945677:9200019,Majestic via Shelbourne,26525,9200019,0
15-VIC,3603,10867668:8945678:8959651,Esquimalt,19169,8959651,1
15-VIC,3602,10867668:8945678:8960379,Esquimalt,19169,8960379,1
4-VIC,4177,10943523:8945679:8960607,UVic via Hillside,18645,8960607,0
11-VIC,3602,10868903:8945680:9199392,UVic via Uplands,26939,9199392,0
11-VIC,3603,10868903:8945680:9199787,UVic via Uplands,26939,9199787,0
58-VIC,3603,10870032:8945682:9200079,Goldstream Mdws via Westhills,18671,9200079,1
58-VIC,3602,10870032:8945682:9200104,Goldstream Mdws via Westhills,18671,9200104,1
75-VIC,3344,10724308:8945684:8958920,Saanichton Exch,18912,8958920,0
3-VIC,3603,10870249:8945690:9199986,Royal Jubilee via Quimper Loop,19489,9199986,1
3-VIC,3602,10870249:8945690:9200091,Royal Jubilee via Quimper Loop,19489,9200091,1
14-VIC,3344,10724571:8945697:8959382,Vic General via Craigflower,26307,8959382,1
6A-VIC,3344,10723989:8945698:8960296,Royal Oak Exch via Emily Carr,21583,8960296,0
14-VIC,3344,10724694:8945699:8959579,Vic General via Craigflower,26307,8959579,1
14-VIC,3344,10724553:8945703:8960599,Vic General via Craigflower,26307,8960599,1
39-VIC,3602,10868876:8945704:9199861,Interurban via Royal Oak,19291,9199861,1
39-VIC,3603,10868876:8945704:9199895,Interurban via Royal Oak,19291,9199895,1
95-VIC,3602,10868056:8945706:8959512,Blink - to Langford,18836,8959512,1
95-VIC,3603,10868056:8945706:8959888,Blink - to Langford,18836,8959888,1
8-VIC,3603,10868620:8945707:8960212,Oak Bay via Finlayson,26940,8960212,0
8-VIC,3602,10868620:8945707:8960428,Oak Bay via Finlayson,26940,8960428,0
15-VIC,3603,10867656:8945712:8959576,UVic - Fort/Foul Bay Express,19054,8959576,0
15-VIC,3602,10867656:8945712:8960235,UVic - Fort/Foul Bay Express,19054,8960235,0
31-VIC,3344,10724378:8945716:9199704,Downtown,18859,9199704,1
27-VIC,3344,10723607:8945720:8959393,Gordon Head via Shelbourne,26178,8959393,0
12-VIC,3603,10868819:8945723:9199776,University Hgts via Kenmore,18817,9199776,1
12-VIC,3602,10868819:8945723:9199905,University Hgts via Kenmore,18817,9199905,1
70-VIC,3706,10735060:8945725:8959764,Downtown via Hwy 17,18849,8959764,1
39-VIC,4177,10944314:8945727:9199348,UVic via Royal Oak,19305,9199348,0
95-VIC,3706,10735244:8945729:8959807,Blink - to Langford,18836,8959807,1
4-VIC,3603,10867581:8945730:8958863,Downtown via Hillside,26927,8958863,1
30-VIC,4177,10943444:8945732:8960063,Downtown,18838,8960063,1
15-VIC,3602,10867789:8945733:8958964,UVic - Fort/Foul Bay Express,19054,8958964,0
15-VIC,3603,10867789:8945733:8959961,UVic - Fort/Foul Bay Express,19054,8959961,0
14-VIC,3602,10868243:8945734:9199985,UVic via Richmond,26515,9199985,0
14-VIC,3603,10868243:8945734:9200109,UVic via Richmond,26515,9200109,0
81-VIC,3603,10870147:8945740:9199799,Swartz Bay Ferry,26295,9199799,0
81-VIC,3602,10870147:8945740:9199990,Swartz Bay Ferry,26295,9199990,0
95-VIC,3344,10880448:8945743:8959313,Blink - to Langford,18836,8959313,1
11-VIC,3603,10868920:8945747:8959545,UVic via Uplands,26939,8959545,0
11-VIC,3602,10868920:8945747:8960552,UVic via Uplands,26939,8960552,0
11-VIC,3706,10755739:8945748:9199791,Tillicum Ctr via Gorge,34755,9199791,1
5-VIC,4177,10943115:8945750:9200041,Willows,23383,9200041,0
22-VIC,3706,10782485:8945754:8959113,Vic General via Hastings,29102,8959113,0
61-VIC,3603,10867406:8945760:8959739,Sooke,19637,8959739,1
61-VIC,3602,10867406:8945760:8960127,Sooke,19637,8960127,1
83-VIC,3603,10870114:8945762:8959454,Royal Oak Exch via West Saanich,23414,8959454,1
83-VIC,3602,10870114:8945762:8960171,Royal Oak Exch via West Saanich,23414,8960171,1
26-VIC,4177,10943848:8945766:8959684,Dockyard via McKenzie/Tillicum,31926,8959684,1
72-VIC,3602,10867907:8945767:8960515,Swartz Bay Ferry via Saanichton,18512,8960515,0
72-VIC,3603,10867907:8945767:8960527,Swartz Bay Ferry via Saanichton,18512,8960527,0
52-VIC,3602,10870186:8945769:8958930,Colwood Exch via Royal Bay,26436,8958930,0
52-VIC,3603,10870186:8945769:8960264,Colwood Exch via Royal Bay,26436,8960264,0
57-VIC,4177,10944097:8945770:8959706,Langford Exch via McCallum,22937,8959706,1
15-VIC,3344,10724708:8945774:8959178,UVic - Fort/Foul Bay Express,19054,8959178,0
27-VIC,3603,10868554:8945775:8959782,to McKenzie only,19182,8959782,1
27-VIC,3602,10868554:8945775:8959804,to McKenzie only,19182,8959804,1
15-VIC,3706,10736251:8945776:8959973,Esquimalt - Fort/Yates Express,23403,8959973,1
7-VIC,3602,10868759:8945777:9199570,UVic via Fairfield,18816,9199570,1
7-VIC,3603,10868759:8945777:9200000,UVic via Fairfield,18816,9200000,1
12-VIC,3706,10782608:8945783:9199948,UVic via Kenmore,18536,9199948,0
25-VIC,3706,10735698:8945785:8960528,Tillicum Ctr via Munro,26113,8960528,1
25-VIC,4177,10943189:8945787:8959671,Tillicum Ctr via Munro,26113,8959671,1
3-VIC,4177,10944183:8945789:9199910,James Bay,21723,9199910,0
2-VIC,4177,10943116:8945790:9200096,South Oak Bay,23427,9200096,0
55-VIC,3344,10780874:8945798:8959518,Langford Exch via Happy Valley,26068,8959518,0
6B-VIC,3603,10869117:8945799:8959179,Royal Oak Exch via Chatterton,21740,8959179,0
6B-VIC,3602,10869117:8945799:8960049,Royal Oak Exch via Chatterton,21740,8960049,0
57-VIC,4177,10944111:8945800:8960046,Langford Exch via McCallum,22937,8960046,1
14-VIC,3603,10868233:8945801:8959477,Vic General via Craigflower,26307,8959477,1
14-VIC,3602,10868233:8945801:8960310,Vic General via Craigflower,26307,8960310,1
70-VIC,3603,10868023:8945804:8959314,Swartz Bay Ferry via Hwy 17,34612,8959314,0
70-VIC,3602,10868023:8945804:8960079,Swartz Bay Ferry via Hwy 17,34612,8960079,0
88-VIC,3344,10780571:8945808:8959398,Sidney,19277,8959398,0
8-VIC,3602,10868627:8945809:8959556,Interurban via Finlayson,26945,8959556,1
8-VIC,3603,10868627:8945809:8960443,Interurban via Finlayson,26945,8960443,1
6A-VIC,3344,10724031:8945810:8960460,Royal Oak Exch via Emily Carr,21583,8960460,0
21-VIC,3344,10781428:8945815:9199474,Interurban to Camosun only,23380,9199474,0
70-VIC,3706,10735122:8945816:8960506,Swartz Bay Ferry via Hwy 17,34612,8960506,0
58-VIC,3706,10782123:8945817:8959676,Langford Exch via Westhills,18751,8959676,0
27-VIC,4177,10943015:8945821:8960465,Gordon Head via Shelbourne,26178,8960465,0
95-VIC,3706,10735211:8945825:8958991,Blink - to Langford,18836,8958991,1
8-VIC,4177,10942940:8945826:8959638,Oak Bay via Finlayson,26943,8959638,0
54-VIC,3603,10869803:8945827:8959735,William Head via Metchosin,18522,8959735,1
54-VIC,3602,10869803:8945827:8960071,William Head via Metchosin,18522,8960071,1
10-VIC,3706,10782209:8945829:9199382,Royal Jubilee via Vic West,18521,9199382,0
28-VIC,3344,10723689:8945830:9199626,Downtown,34676,9199626,1
21-VIC,3602,10868966:8945831:9199642,Interurban to VI Tech Park,18452,9199642,0
21-VIC,3603,10868966:8945831:9200154,Interurban to VI Tech Park,18452,9200154,0
52-VIC,4177,10944350:8945832:8960575,Colwood Exch via Royal Bay,26436,8960575,0
11-VIC,4177,10943935:8945833:8959140,Tillicum Ctr via Gorge,34755,8959140,1
26-VIC,4177,10943785:8945835:8959636,UVic via Tillicum/McKenzie,31720,8959636,0
15-VIC,3706,10736245:8945837:9199558,UVic - Fort/Foul Bay Express,19054,9199558,0
26-VIC,3603,10867889:8945838:8959304,UVic via Tillicum/McKenzie,31720,8959304,0
26-VIC,3602,10867889:8945838:8960671,UVic via Tillicum/McKenzie,31720,8960671,0
88-VIC,3344,10780672:8945839:8960165,Airport,18544,8960165,1
31-VIC,3706,10735944:8945842:9168462,Royal Oak Exch via Glanford,18743,9168462,0
11-VIC,3603,10868890:8945844:8959349,UVic via Uplands,26939,8959349,0
11-VIC,3602,10868890:8945844:8960574,UVic via Uplands,26939,8960574,0
88-VIC,4177,10943940:8945849:8959334,Airport,18544,8959334,1
95-VIC,4177,10942811:8945852:8960245,Blink - to Downtown,18717,8960245,0
28-VIC,4177,10943010:8945853:8959132,Downtown,34676,8959132,1
95-VIC,3344,10880515:8945854:8960097,Blink - to Downtown,18717,8960097,0
58-VIC,3603,10870163:8945855:8959407,Langford Exch via Westhills,18751,8959407,0
58-VIC,3602,10870163:8945855:8960447,Langford Exch via Westhills,18751,8960447,0
28-VIC,3602,10868398:8945858:8959210,Majestic via Shelbourne,26525,8959210,0
28-VIC,3603,10868398:8945858:8960136,Majestic via Shelbourne,26525,8960136,0
15-VIC,3344,10724602:8945859:9199794,Esquimalt - Fort/Yates Express,23403,9199794,1
31-VIC,3602,10869513:8945860:8959825,Downtown,18859,8959825,1
31-VIC,3603,10869513:8945860:8960228,Downtown,18859,8960228,1
6-VIC,3344,10724058:8945861:8959172,Downtown,18962,8959172,1
11-VIC,3344,10755532:8945864:8960409,UVic via Uplands,26939,8960409,0
7-VIC,4177,10944408:8945868:8959467,UVic via Fairfield,18816,8959467,1
31-VIC,3344,10724461:8945875:9199690,to Gorge only,18734,9199690,1
52-VIC,3706,10782583:8945879:8959585,Colwood Exch via Royal Bay,26436,8959585,0
4-VIC,3603,10867498:8945881:8959756,Downtown via Hillside,26927,8959756,1
4-VIC,3602,10867498:8945881:8960067,Downtown via Hillside,26927,8960067,1
58-VIC,3603,10870011:8945882:9199397,Langford Exch via Westhills,18751,9199397,0
58-VIC,3602,10870011:8945882:9199457,Langford Exch via Westhills,18751,9199457,0
28-VIC,3706,10735482:8945887:8960119,Majestic via Shelbourne,26525,8960119,0
28-VIC,3706,10736434:8945889:8960119,Majestic via Shelbourne,26525,8960119,0
15-VIC,3602,10867708:8945893:8959707,UVic - Fort/Foul Bay Express,19054,8959707,0
15-VIC,3603,10867708:8945893:8960464,UVic - Fort/Foul Bay Express,19054,8960464,0
2-VIC,3602,10869675:8945894:9199505,South Oak Bay,23427,9199505,0
2-VIC,3603,10869675:8945894:9199700,South Oak Bay,23427,9199700,0
88-VIC,3344,10780675:8945899:8960165,Sidney,19277,8960165,0
25-VIC,3602,10869349:8945901:8959072,Tillicum Ctr via Munro,26113,8959072,1
25-VIC,3603,10869349:8945901:8959211,Tillicum Ctr via Munro,26113,8959211,1
27-VIC,3603,10868295:8945903:9199673,Gordon Head via Shelbourne,26178,9199673,0
27-VIC,3602,10868295:8945903:9200019,Gordon Head via Shelbourne,26178,9200019,0
31-VIC,3602,10869442:8945905:8959027,Royal Oak Exch via Glanford,18743,8959027,0
31-VIC,3603,10869442:8945905:8959765,Royal Oak Exch via Glanford,18743,8959765,0
39-VIC,3603,10868851:8945906:9199649,UVic via Royal Oak,19369,9199649,0
39-VIC,3602,10868851:8945906:9199797,UVic via Royal Oak,19369,9199797,0
46-VIC,3603,10869973:8945907:8958912,Dockyard,18728,8958912,0
46-VIC,3602,10869973:8945907:8959290,Dockyard,18728,8959290,0
59-VIC,3603,10869840:8945908:9199714,Langford Exch via Triangle Mtn,19545,9199714,0
59-VIC,3602,10869840:8945908:9200063,Langford Exch via Triangle Mtn,19545,9200063,0
15-VIC,3603,10867837:8945911:8960297,Esquimalt - Fort/Yates Express,23403,8960297,1
15-VIC,3602,10867837:8945911:8960517,Esquimalt - Fort/Yates Express,23403,8960517,1
14-VIC,3344,10724645:8945920:8959866,Vic General via Craigflower,26307,8959866,1
8-VIC,3602,10868607:8945921:8959556,Oak Bay via Finlayson,26940,8959556,0
8-VIC,3603,10868607:8945921:8960443,Oak Bay via Finlayson,26940,8960443,0
83-VIC,3602,10870121:8945922:8958927,Royal Oak Exch via West Saanich,26117,8958927,1
83-VIC,3603,10870121:8945922:8959105,Royal Oak Exch via West Saanich,26117,8959105,1
21-VIC,3344,10781261:8945923:9199901,Interurban to Camosun only,23380,9199901,0
15-VIC,3706,10736346:8945926:8959895,Esquimalt - Fort/Yates Express,23403,8959895,1
52-VIC,4177,10944270:8945927:9199522,Bear Mountain via Millstream,26332,9199522,1
3-VIC,3603,10870329:8945931:9199619,Royal Jubilee via Quimper Loop,19489,9199619,1
3-VIC,3602,10870329:8945931:9199752,Royal Jubilee via Quimper Loop,19489,9199752,1
6A-VIC,3706,10735823:8945936:9199868,Royal Oak Exch via Emily Carr,21583,9199868,0
88-VIC,4177,10943954:8945942:8960039,Airport,18544,8960039,1
61-VIC,4177,10942890:8945947:8960481,Sooke,19637,8960481,1
26-VIC,3603,10867641:8945950:8958949,UVic via Tillicum/McKenzie,31720,8958949,0
26-VIC,3602,10867641:8945950:8959386,UVic via Tillicum/McKenzie,31720,8959386,0
27-VIC,3706,10735561:8945955:8960499,Gordon Head via Shelbourne,26178,8960499,0
10-VIC,3602,10870326:8945956:9199767,Royal Jubilee via Vic West,18521,9199767,0
10-VIC,3603,10870326:8945956:9199950,Royal Jubilee via Vic West,18521,9199950,0
72-VIC,3344,10880325:8945959:8960505,Downtown via Saanichton,18716,8960505,1
6-VIC,3706,10735782:8945961:8960675,Downtown,18962,8960675,1
61-VIC,4177,10942882:8945963:8960293,Sooke,19637,8960293,1
31-VIC,3706,10736013:8945969:8959366,Royal Oak Exch via Glanford,18743,8959366,0
21-VIC,3706,10782489:8945972:9199805,Interurban to Camosun only,23380,9199805,0
70-VIC,4177,10942709:8945974:8960456,Downtown via Hwy 17,18849,8960456,1
72-VIC,3833,10867949:8945975:8959249,Downtown via Saanichton,18716,8959249,1
72-VIC,4167,10867949:8945975:8959933,Downtown via Saanichton,18716,8959933,1
72-VIC,3603,10867949:8945975:8960010,Downtown via Saanichton,18716,8960010,1
83-VIC,3344,10780525:8945977:8960305,Royal Oak Exch via West Saanich,23414,8960305,1
27-VIC,3706,10735390:8945978:8959714,Gordon Head via Shelbourne,26178,8959714,0
21-VIC,4177,10944340:8945986:9199374,Interurban to Camosun only,23380,9199374,0
11-VIC,3344,10755669:8945988:8960035,UVic via Uplands,26939,8960035,0
11-VIC,4177,10943887:8945991:9199543,Tillicum Ctr via Gorge,34755,9199543,1
32-VIC,3706,10782605:8945992:9199808,Royal Oak Exch,18626,9199808,1
30-VIC,3603,10869559:8945994:8960283,Downtown,18838,8960283,1
30-VIC,3602,10869559:8945994:8960454,Downtown,18838,8960454,1
12-VIC,4177,10944423:8945996:9199988,UVic via Kenmore,18536,9199988,0
30-VIC,4177,10943453:8945999:8960132,Downtown,18838,8960132,1
21-VIC,3603,10868963:8946001:9199384,Interurban to VI Tech Park,18452,9199384,0
21-VIC,3602,10868963:8946001:9199542,Interurban to VI Tech Park,18452,9199542,0
27-VIC,3602,10868339:8946005:8960175,Gordon Head via Shelbourne,26178,8960175,0
27-VIC,3603,10868339:8946005:9199654,Gordon Head via Shelbourne,26178,9199654,0
57-VIC,3706,10782141:8946011:8959676,Langford Exch via McCallum,22937,8959676,1
95-VIC,3602,10868130:8946012:8959022,Blink - to Downtown,18717,8959022,0
95-VIC,3603,10868130:8946012:8960591,Blink - to Downtown,18717,8960591,0
61-VIC,3602,10867373:8946013:8959520,Langford Exch,19003,8959520,0
61-VIC,3603,10867373:8946013:8960503,Langford Exch,19003,8960503,0
52-VIC,3706,10782589:8946014:8960604,Colwood Exch via Royal Bay,26436,8960604,0
28-VIC,3344,10723720:8946015:8960154,Downtown,34676,8960154,1
72-VIC,3602,10867913:8946016:8960515,Swartz Bay Ferry via Saanichton,18512,8960515,0
72-VIC,3603,10867913:8946016:8960527,Swartz Bay Ferry via Saanichton,18512,8960527,0
72-VIC,3344,10880288:8946018:8959435,Swartz Bay Ferry via Saanichton,18512,8959435,0
53-VIC,3603,10869801:8946021:8959979,Langford Exch via Atkins,33763,8959979,1
53-VIC,3602,10869801:8946021:8960345,Langford Exch via Atkins,33763,8960345,1
75-VIC,3344,10724995:8946022:8959430,Butchart Gardens,34635,8959430,0
4-VIC,3603,10867508:8946030:8959006,UVic via Hillside,18645,8959006,0
4-VIC,3602,10867508:8946030:8959751,UVic via Hillside,18645,8959751,0
22-VIC,3344,10781509:8946031:8959054,Vic General via Hastings,29102,8959054,0
58-VIC,4177,10944135:8946032:8960186,Goldstream Mdws via Westhills,18671,8960186,1
95-VIC,3344,10880400:8946036:8959643,Blink - to Langford,18836,8959643,1
30-VIC,3344,10724320:8946040:8959430,Royal Oak Exch via Carey,18634,8959430,0
6B-VIC,3602,10869174:8946048:8958861,Downtown via Chatterton,21576,8958861,1
6B-VIC,3603,10869174:8946048:8959811,Downtown via Chatterton,21576,8959811,1
3-VIC,3706,10782234:8946050:9199382,James Bay via Quimper Loop,21590,9199382,0
59-VIC,3603,10869952:8946052:9199714,Langford Exch via Triangle Mtn,19545,9199714,0
59-VIC,3602,10869952:8946052:9200063,Langford Exch via Triangle Mtn,19545,9200063,0
95-VIC,3602,10868067:8946055:8959022,Blink - to Langford,18836,8959022,1
95-VIC,3603,10868067:8946055:8960591,Blink - to Langford,18836,8960591,1
52-VIC,3603,10870199:8946058:8958979,Bear Mountain via Millstream,26332,8958979,1
52-VIC,3602,10870199:8946058:8960421,Bear Mountain via Millstream,26332,8960421,1
87-VIC,3603,10870082:8946062:8959269,Dean Park via Airport to Saanichton,18975,8959269,1
87-VIC,3602,10870082:8946062:8960577,Dean Park via Airport to Saanichton,18975,8960577,1
6-VIC,3344,10723965:8946063:8960593,Downtown,18962,8960593,1
75-VIC,3706,10735918:8946067:8959702,Saanichton Exch,18912,8959702,0
4-VIC,3344,10724270:8946068:8959178,UVic via Hillside,18645,8959178,0
15-VIC,3706,10736293:8946074:8960152,Esquimalt - Fort/Yates Express,23403,8960152,1
72-VIC,3706,10735067:8946075:8959764,Downtown via Saanichton,18716,8959764,1
4-VIC,3344,10724249:8946078:9199954,UVic via Hillside,18645,9199954,0
81-VIC,3706,10781731:8946085:8959010,Swartz Bay Ferry,26008,8959010,0
25-VIC,3706,10735730:8946086:9199428,Tillicum Ctr via Munro,26113,9199428,1
95-VIC,3344,10880401:8946090:8959847,Blink - to Langford,18836,8959847,1
28-VIC,3706,10735520:8946091:8959702,Majestic via Shelbourne,26525,8959702,0
24-VIC,3603,10869321:8946092:8959148,Tillicum Ctr via Colville,21694,8959148,1
24-VIC,3602,10869321:8946092:8960095,Tillicum Ctr via Colville,21694,8960095,1
39-VIC,3344,10781519:8946093:9199746,to Royal Oak Exch only,18868,9199746,1
72-VIC,3706,10736612:8946095:8958901,Swartz Bay Ferry via Saanichton,18512,8958901,0
26-VIC,4177,10943781:8946098:8958905,Dockyard via McKenzie/Tillicum,31926,8958905,1
6-VIC,3602,10869104:8946099:8958990,Royal Oak Exch via Royal Oak Ctr,18715,8958990,0
6-VIC,3603,10869104:8946099:8959987,Royal Oak Exch via Royal Oak Ctr,18715,8959987,0
70-VIC,3706,10735062:8946100:8959899,Swartz Bay Ferry via Hwy 17,34612,8959899,0
57-VIC,3344,10781000:8946101:9199459,Langford Exch via McCallum,22937,9199459,1
88-VIC,3603,10870149:8946102:8959446,Sidney,18543,8959446,0
88-VIC,3602,10870149:8946102:8959841,Sidney,18543,8959841,0
15-VIC,3344,10724620:8946105:8959280,UVic - Fort/Foul Bay Express,19054,8959280,0
26-VIC,3603,10867869:8946106:8959257,UVic via Tillicum/McKenzie,26373,8959257,0
26-VIC,3602,10867869:8946106:8959748,UVic via Tillicum/McKenzie,26373,8959748,0
14-VIC,3706,10736375:8946108:8959914,UVic via Richmond,26515,8959914,0
95-VIC,3603,10868099:8946110:8959145,Blink - to Downtown,18717,8959145,0
95-VIC,3602,10868099:8946110:8960497,Blink - to Downtown,18717,8960497,0
27-VIC,4177,10943023:8946113:8959132,Downtown,34592,8959132,1
4-VIC,3706,10736200:8946114:8960473,Downtown via Hillside,26927,8960473,1
7N-VIC,3602,10868786:8946117:9199825,UVic via Cook St Village,21703,9199825,1
7N-VIC,3603,10868786:8946117:9200149,UVic via Cook St Village,21703,9200149,1
28-VIC,3603,10868415:8946118:9199673,Downtown,34676,9199673,1
28-VIC,3602,10868415:8946118:9200019,Downtown,34676,9200019,1
11-VIC,3344,10755663:8946120:8959866,UVic via Uplands,26939,8959866,0
